x,n
0.0,0.0
0.007077077077077077,7.833431032205572e-06
0.014154154154154153,1.5666143545960405e-05
0.021231231231231232,2.3497419206678518e-05
0.028308308308308307,3.132654004743405e-05
0.03538538538538538,3.915278865261901e-05
0.042462462462462464,4.697544834139351e-05
0.04953953953953954,5.4793803350860805e-05
0.056616616616616613,6.260713901889682e-05
0.0636936936936937,7.0414741966568e-05
0.07077077077077076,7.821590028006553e-05
0.07784784784784785,8.600990369209235e-05
0.08492492492492493,9.379604376263045e-05
0.092002002002002,0.00010157361405902537
0.09907907907907908,0.00010934191033531686
0.10615615615615615,0.0001171002307107505
0.11323323323323323,0.0001248478758474045
0.12031031031031031,0.00013258414912686541
0.1273873873873874,0.0001403083568258842
0.13446446446446444,0.00014801980829095247
0.14154154154154153,0.00015571781611173154
0.1486186186186186,0.00016340169629326908
0.1556956956956957,0.00017107076842694203
0.16277277277277277,0.00017872435586006446
0.16984984984984985,0.00018636178586409167
0.1769269269269269,0.00019398238980136912
0.184004004004004,0.00020158550329035422
0.19108108108108107,0.00020917046636925786
0.19815815815815815,0.0002167366236580488
0.20523523523523524,0.00022428332451875256
0.2123123123123123,0.00023180992321399584
0.21938938938938937,0.00023931577906373562
0.22646646646646645,0.0002468002566001207
0.23354354354354354,0.0002542627257204218
0.24062062062062062,0.0002617025618379888
0.24769769769769767,0.00026911914603116915
0.2547747747747748,0.00027651186519014393
0.26185185185185184,0.0002838801121616266
0.2689289289289289,0.0002912232858913747
0.276006006006006,0.0002985407915644642
0.28308308308308305,0.0003058320407432783
0.29016016016016016,0.0003130964515031706
0.2972372372372372,0.0003203334485657411
0.30431431431431427,0.00032754246342969566
0.3113913913913914,0.0003347229344992362
0.31846846846846844,0.00034187430720994264
0.32554554554554554,0.0003489960341521063
0.3326226226226226,0.00035608757519146325
0.3396996996996997,0.0003631483975873108
0.34677677677677676,0.0003701779761079425
0.3538538538538538,0.00037717579314338907
0.3609309309309309,0.0003841413388154133
0.368008008008008,0.00039107411108472913
0.3750850850850851,0.0003979736158554222
0.38216216216216214,0.00040483936707652054
0.3892392392392392,0.0004116708868407062
0.3963163163163163,0.0004184677054801247
0.40339339339339336,0.00042522936165926347
0.41047047047047047,0.00043195540246489516
0.4175475475475475,0.00043864538349302465
0.4246246246246246,0.00044529886893284945
0.4317017017017017,0.000451915431647697
0.43877877877877874,0.00045849465325290597
0.44585585585585585,0.0004650361241906673
0.4529329329329329,0.00047153944380176247
0.46001001001000996,0.00047800422039422015
0.46708708708708707,0.00048443007130885216
0.4741641641641641,0.0004908166229816669
0.48124124124124124,0.0004971635110031419
0.4883183183183183,0.0005034703801743487
0.49539539539539534,0.0005097368845599119
0.5024724724724724,0.0005159626875378098
0.5095495495495496,0.0005221474618459951
0.5166266266266266,0.0005282908896258297
0.5237037037037037,0.0005343926624623451
0.5307807807807807,0.0005404524814213114
0.5378578578578578,0.0005464700570831137
0.544934934934935,0.0005524451095734414
0.552012012012012,0.0005583773685907981
0.559089089089089,0.0005642665734308151
0.5661661661661661,0.0005701124730073929
0.5732432432432432,0.0005759148258706612
0.5803203203203203,0.0005816734002217805
0.5873973973973974,0.0005873879739245712
0.5944744744744744,0.0005930583345140012
0.6015515515515515,0.0005986842792015335
0.6086286286286285,0.0006042656148773396
0.6157057057057057,0.0006098021581094059
0.6227827827827828,0.0006152937351395364
0.6298598598598598,0.0006207401818762757
0.6369369369369369,0.0006261413438847579
0.6440140140140139,0.0006314970763735225
0.6510910910910911,0.000636807244178281
0.6581681681681681,0.0006420717217426993
0.6652452452452452,0.0006472903930961765
0.6723223223223223,0.000652463151828673
0.6793993993993994,0.0006575899010625957
0.6864764764764765,0.0006626705534217756
0.6935535535535535,0.0006677050309975562
0.7006306306306306,0.0006726932653120289
0.7077077077077076,0.0006776351972784378
0.7147847847847848,0.0006825307771587875
0.7218618618618619,0.0006873799645186852
0.7289389389389389,0.0006921827281794393
0.736016016016016,0.000696939046167474
0.743093093093093,0.0007016489056610582
0.7501701701701702,0.0007063123029344103
0.7572472472472472,0.0007109292432992131
0.7643243243243243,0.0007154997410435464
0.7714014014014013,0.0007200238193683311
0.7784784784784784,0.0007245015103212617
