x,pdf
0.0,0.0
0.007077077077077077,0.007079037667360786
0.014154154154154153,0.014157011392148611
0.021231231231231232,0.021232857498294466
0.028308308308308307,0.028305512842643772
0.03538538538538538,0.03537391508118002
0.042462462462462464,0.042437002934968195
0.04953953953953954,0.04949371645572475
0.056616616616616613,0.056542997290921236
0.0636936936936937,0.06358378894832857
0.07077077077077076,0.07061503705990951
0.07784784784784785,0.07763568964496706
0.08492492492492493,0.08464469737245663
0.092002002002002,0.0916410138223708
0.09907907907907908,0.0986235957461052
0.10615615615615615,0.1055914033257148
0.11323323323323323,0.11254340043197078
0.12031031031031031,0.1194785548811278
0.1273873873873874,0.12639583869031315
0.13446446446446444,0.1332942283314487
0.14154154154154153,0.14017270498361875
0.1486186186186186,0.14703025478379547
0.1556956956956957,0.15386586907583674
0.16277277277277277,0.16067854465766998
0.16984984984984985,0.16746728402657782
0.1769269269269269,0.174231095622501
0.184004004004004,0.18096899406927613
0.19108108108108107,0.1876800004137257
0.19815815815815815,0.19436314236251945
0.20523523523523524,0.20101745451672692
0.2123123123123123,0.2076419786039818
0.21938938938938937,0.21423576370818045
0.22646646646646645,0.2207978664966371
0.23354354354354354,0.2273273514446202
0.24062062062062062,0.23382329105719554
0.24769769769769767,0.24028476608830154
0.2547747747747748,0.2467108657569861
0.26185185185185184,0.25310068796073215
0.2689289289289289,0.25945333948580424
0.276006006006006,0.2657679362145457
0.28308308308308305,0.27204360332956046
0.29016016016016016,0.27827947551471455
0.2972372372372372,0.2844746971528905
0.30431431431431427,0.29062842252043497
0.3113913913913914,0.29673981597823557
0.31846846846846844,0.30280805215936824
0.32554554554554554,0.3088323161532569
0.3326226226226226,0.31481180368628703
0.3396996996996997,0.3207457212988202
0.34677677677677676,0.3266332865185525
0.3538538538538538,0.33247372803016895
0.3609309309309309,0.3382662858412382
0.368008008008008,0.3440102114443028
0.3750850850850851,0.3497047679751162
0.38216216216216214,0.35534923036697896
0.3892392392392392,0.36094288550113396
0.3963163163163163,0.36648503235317503
0.40339339339339336,0.3719749821354289
0.41047047047047047,0.3774120584352744
0.4175475475475475,0.3827955973493571
0.4246246246246246,0.3881249476136681
0.4317017017017017,0.3933994707294514
0.43877877877877874,0.3986185410849078
0.44585585585585585,0.40378154607266586
0.4529329329329329,0.4088878862029922
0.46001001001000996,0.4139369752127124
0.46708708708708707,0.41892824016982055
0.4741641641641641,0.42386112157375266
0.48124124124124124,0.42873507345130296
0.4883183183183183,0.43354956344816453
0.49539539539539534,0.43830407291607687
0.5024724724724724,0.44299809699556325
0.5095495495495496,0.44763114469424575
0.5166266266266266,0.4522027389607245
0.5237037037037037,0.45671241675401275
0.5307807807807807,0.46115972910851677
0.5378578578578578,0.4655442411945566
0.544934934934935,0.4698655323744204
0.552012012012012,0.47412319625395194
0.559089089089089,0.4783168407296683
0.5661661661661661,0.4824460880314084
0.5732432432432432,0.486510574760516
0.5803203203203203,0.4905099519235597
0.5873973973973974,0.4944438849615974
0.5944744744744744,0.49831205377499216
0.6015515515515515,0.5021141527437885
0.6086286286286285,0.505849890743661
0.6157057057057057,0.5095189911574489
0.6227827827827828,0.5131211918822881
0.6298598598598598,0.5166562453323613
0.6369369369369369,0.5201239184372807
0.6440140140140139,0.5235239926361254
0.6510910910910911,0.526856263867152
0.6581681681681681,0.5301205425532052
0.6652452452452452,0.533316653582849
0.6723223223223223,0.5364444362872471
0.6793993993993994,0.5395037444128206
0.6864764764764765,0.5424944460897091
0.6935535535535535,0.5454164237960706
0.7006306306306306,0.5482695743182493
0.7077077077077076,0.5510538087068454
0.7147847847847848,0.553769052228724
0.7218618618618619,0.556415244314998
0.7289389389389389,0.558992338505025
0.736016016016016,0.5615003023864561
0.743093093093093,0.5639391175313777
0.7501701701701702,0.5663087794285911
0.7572472472472472,0.5686092974120701
0.7643243243243243,0.5708406945856438
0.7714014014014013,0.5730030077439505
0.7784784784784784,0.5750962872897096
0.7855555555555556,0.5771205971473607
0.7926326326326326,0.5790760146731193
0.7997097097097097,0.5809626305615014
0.8067867867867867,0.5827805487483675
0.8138638638638638,0.5845298863105397
0.8209409409409409,0.5862107733620486
0.828018018018018,0.5878233529470607
0.835095095095095,0.5893677809295479
0.8421721721721721,0.5908442258797527
0.8492492492492492,0.5922528689575091
0.8563263263263263,0.593593903792478
0.8634034034034034,0.5948675363613581
0.8704804804804804,0.5960739848621319
0.8775575575575575,0.5972134795854085
0.8846346346346345,0.5982862627829291
0.8917117117117117,0.5992925885332929
0.8987887887887888,0.6002327226049733
0.9058658658658658,0.6011069423166846
0.9129429429429429,0.6019155363951669
0.9200200200200199,0.6026588048304555
0.9270970970970971,0.6033370587287004
0.9341741741741741,0.6039506201626019
0.9412512512512512,0.6044998220195339
0.9483283283283283,0.6049850078474188
0.9554054054054053,0.6054065316984254
0.9624824824824825,0.6057647579705568
0.9695595595595595,0.6060600612472004
0.9766366366366366,0.6062928261347061
0.9837137137137136,0.6064634470980675
0.9907907907907907,0.6065723282947716
0.9978678678678679,0.60661988340689
1.0049449449449448,0.6066065354714842
1.012022022022022,0.6065327167093922
1.0190990990990991,0.6063988683524704
1.026176176176176,0.6062054404693603
1.0332532532532532,0.6059528917898539
1.0403303303303302,0.6056416895279261
1.0474074074074073,0.605272309203507
1.0544844844844845,0.6048452344630673
1.0615615615615615,0.6043609568990835
1.0686386386386386,0.6038199758684601
1.0757157157157156,0.6032227983099752
1.0827927927927927,0.6025699385608224
1.08986986986987,0.6018619181723212
1.0969469469469468,0.601099265724863
1.104024024024024,0.6002825166421687
1.111101101101101,0.5994122130049201
1.118178178178178,0.598488903363845
1.1252552552552553,0.5975131425523152
1.1323323323323322,0.5964854914985357
1.1394094094094094,0.5954065170373869
1.1464864864864863,0.5942767917219937
1.1535635635635635,0.5930968936350848
1.1606406406406407,0.5918674062002139
1.1677177177177176,0.5905889179929071
1.1747947947947948,0.5892620225518028
1.1818718718718717,0.587887318189854
1.1889489489489489,0.5864654078056531
1.196026026026026,0.5849968986949483
